year,type,discipline,event,as,athlete_id,noc,medal
1968,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Yevgeny Mishakov,95479,URS,Gold
1972,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Yevgeny Mishakov,95479,URS,Gold
1992,Winter,Speed Skating (Skating),"1,000 metres, Men",Yukinori Miyabe,95494,JPN,Bronze
1956,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Grigory Mkrtychan,95503,URS,Gold
1992,Winter,Short Track Speed Skating (Skating),"5,000 metres Relay, Men",Mo Ji-Su,95507,KOR,Gold
1956,Winter,Bobsleigh (Bobsleigh),"Four, Men",Renato Mocellini,95510,ITA,Silver
1948,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Bohumil Modrý,95514,TCH,Silver
1964,Winter,Speed Skating (Skating),"5,000 metres, Men",Per Ivar Moe,95515,NOR,Silver
1994,Winter,Alpine Skiing (Skiing),"Downhill, Men",Tommy Moe,95516,USA,Gold
1994,Winter,Alpine Skiing (Skiing),"Super G, Men",Tommy Moe,95516,USA,Silver
1924,Winter,Speed Skating (Skating),"1,500 metres, Men",Sigurd Moen,95517,NOR,Bronze
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Aleksandr Mogilny,95519,URS,Gold
1988,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Torgny Mogren,95520,SWE,Gold
1968,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Yury Moiseyev,95525,URS,Gold
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Lars Molin,95529,SWE,Bronze
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Lars Molin,95529,SWE,Bronze
1948,Winter,Alpine Skiing (Skiing),"Downhill, Men",Karl Molitor,95531,SUI,Bronze
1948,Winter,Alpine Skiing (Skiing),"Combined, Men",Karl Molitor,95531,SUI,Silver
1956,Winter,Alpine Skiing (Skiing),"Downhill, Men",Anderl Molterer,95538,AUT,Bronze
1956,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men",Anderl Molterer,95538,AUT,Silver
1932,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Wally Monson,95551,CAN,Gold
1968,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Steve Monteith,95554,CAN,Bronze
1956,Winter,Bobsleigh (Bobsleigh),"Two, Men",Eugenio Monti,95556,ITA,Silver
1956,Winter,Bobsleigh (Bobsleigh),"Four, Men",Eugenio Monti,95556,ITA,Silver
1964,Winter,Bobsleigh (Bobsleigh),"Two, Men",Eugenio Monti,95556,ITA,Bronze
1964,Winter,Bobsleigh (Bobsleigh),"Four, Men",Eugenio Monti,95556,ITA,Bronze
1968,Winter,Bobsleigh (Bobsleigh),"Two, Men",Eugenio Monti,95556,ITA,Gold
1968,Winter,Bobsleigh (Bobsleigh),"Four, Men",Eugenio Monti,95556,ITA,Gold
1936,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Tom Moon,95558,USA,Bronze
1936,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Dinty Moore,95559,CAN,Silver
1932,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Ken Moore,95562,CAN,Gold
1992,Winter,Bobsleigh (Bobsleigh),"Four, Men",Curdin Morell,95570,SUI,Bronze
1928,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Toni Morosani,95585,SUI,Bronze
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Ken Morrow,95591,USA,Gold
1924,Winter,Bobsleigh (Bobsleigh),"Four/Five, Men",René Mortiaux,95594,BEL,Bronze
1994,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Christian Moser,95598,AUT,Bronze
1968,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Morris Mott,95605,CAN,Bronze
1948,Winter,Bobsleigh (Bobsleigh),"Four, Men",Jacques Mouvet,95616,BEL,Silver
1928,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Stuffy Mueller,95622,CAN,Gold
1976,Winter,Speed Skating (Skating),"1,000 metres, Men",Peter Mueller,95623,USA,Gold
1924,Winter,Bobsleigh (Bobsleigh),"Four/Five, Men",Charles Mulder,95628,BEL,Bronze
1952,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jack Mulhern,95630,USA,Silver
1924,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Dunc Munro,95638,CAN,Gold
1972,Winter,Speed Skating (Skating),"500 metres, Men",Valery Muratov,95647,URS,Bronze
1976,Winter,Speed Skating (Skating),"500 metres, Men",Valery Muratov,95647,URS,Silver
1976,Winter,Speed Skating (Skating),"1,000 metres, Men",Valery Muratov,95647,URS,Bronze
1932,Winter,Speed Skating (Skating),"5,000 metres, Men",Eddie Murphy,95648,USA,Silver
1936,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Herman Murray,95650,CAN,Silver
1994,Winter,Short Track Speed Skating (Skating),"5,000 metres Relay, Men",Andrew Murtha,95654,AUS,Bronze
1980,Winter,Bobsleigh (Bobsleigh),"Two, Men",Bogdan Musiol,95658,GDR,Bronze
1980,Winter,Bobsleigh (Bobsleigh),"Four, Men",Bogdan Musiol,95658,GDR,Gold
1984,Winter,Bobsleigh (Bobsleigh),"Two, Men",Bogdan Musiol,95658,GDR,Silver
1984,Winter,Bobsleigh (Bobsleigh),"Four, Men",Bogdan Musiol,95658,GDR,Silver
1988,Winter,Bobsleigh (Bobsleigh),"Two, Men",Bogdan Musiol,95658,GDR,Silver
1988,Winter,Bobsleigh (Bobsleigh),"Four, Men",Bogdan Musiol,95658,GDR,Silver
1992,Winter,Bobsleigh (Bobsleigh),"Four, Men",Bogdan Musiol,95658,GER,Silver
1936,Winter,Bobsleigh (Bobsleigh),"Four, Men",Pierre Musy,95662,SUI,Gold
1988,Winter,Luge,"Singles, Men",Jens Müller,95671,GDR,Gold
1998,Winter,Luge,"Singles, Men",Jens Müller,95671,GER,Bronze
1984,Winter,Alpine Skiing (Skiing),"Downhill, Men",Peter Müller,95675,SUI,Silver
1988,Winter,Alpine Skiing (Skiing),"Downhill, Men",Peter Müller,95675,SUI,Silver
1988,Winter,Nordic Combined (Skiing),"Team, Men",Thomas Müller,95677,FRG,Gold
1994,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men",Mika Myllylä,95680,FIN,Bronze
1994,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Mika Myllylä,95680,FIN,Silver
1994,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Mika Myllylä,95680,FIN,Bronze
1998,Winter,Cross Country Skiing (Skiing),"10 kilometres, Men",Mika Myllylä,95680,FIN,Bronze
1998,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men",Mika Myllylä,95680,FIN,Gold
1998,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Mika Myllylä,95680,FIN,Bronze
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jarmo Myllys,95682,FIN,Silver
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jarmo Myllys,95682,FIN,Bronze
1998,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jarmo Myllys,95682,FIN,Bronze
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Sergey Mylnikov,95683,URS,Gold
1972,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men",Magne Myrmo,95685,NOR,Silver
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladimir Myshkin,95686,URS,Silver
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladimir Myshkin,95686,URS,Gold
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Mikko Mäkelä,95688,FIN,Bronze
1952,Winter,Cross Country Skiing (Skiing),"18 kilometres, Men",Tapio Mäkelä,95689,FIN,Silver
1952,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Tapio Mäkelä,95689,FIN,Gold
1960,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Eero Mäntyranta,95693,FIN,Gold
1964,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Eero Mäntyranta,95693,FIN,Gold
1964,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men",Eero Mäntyranta,95693,FIN,Gold
1964,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Eero Mäntyranta,95693,FIN,Silver
1968,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Eero Mäntyranta,95693,FIN,Silver
1968,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men",Eero Mäntyranta,95693,FIN,Bronze
1968,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Eero Mäntyranta,95693,FIN,Bronze
1964,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Eilert Määttä,95696,SWE,Silver
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Tommy Mörth,95700,SWE,Bronze
1968,Winter,Luge,"Doubles, Open",Fritz Nachmann,95711,FRG,Bronze
1964,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladimír Nadrchal,95712,TCH,Bronze
1968,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladimír Nadrchal,95712,TCH,Silver
1952,Winter,Figure Skating (Skating),"Pairs, Mixed",László Nagy,95727,HUN,Bronze
1956,Winter,Figure Skating (Skating),"Pairs, Mixed",László Nagy,95727,HUN,Bronze
1964,Winter,Bobsleigh (Bobsleigh),"Four, Men",Josef Nairz,95729,AUT,Silver
1964,Winter,Bobsleigh (Bobsleigh),"Two, Men",Tony Nash,95750,GBR,Gold
1936,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jakie Nash,95753,CAN,Silver
1968,Winter,Bobsleigh (Bobsleigh),"Two, Men",Nicolae Neagoe,95764,ROU,Bronze
1968,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Václav Nedomanský,95770,TCH,Silver
1972,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Václav Nedomanský,95770,TCH,Bronze
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Petr Nedvěd,95771,CAN,Silver
1976,Winter,Bobsleigh (Bobsleigh),"Two, Men",Meinhard Nehmer,95777,GDR,Gold
1976,Winter,Bobsleigh (Bobsleigh),"Four, Men",Meinhard Nehmer,95777,GDR,Gold
1980,Winter,Bobsleigh (Bobsleigh),"Two, Men",Meinhard Nehmer,95777,GDR,Bronze
1980,Winter,Bobsleigh (Bobsleigh),"Four, Men",Meinhard Nehmer,95777,GDR,Gold
1932,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men","Frank Nelson, Jr.",95784,USA,Silver
1972,Winter,Figure Skating (Skating),"Singles, Men",Ondrej Nepela,95793,TCH,Gold
1980,Winter,Ski Jumping (Skiing),"Large Hill, Individual, Men",Hubert Neuper,95804,AUT,Silver
1924,Winter,Bobsleigh (Bobsleigh),"Four/Five, Men",Alfred Neveu,95808,SUI,Gold
1936,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Dave Neville,95809,CAN,Silver
1952,Winter,Bobsleigh (Bobsleigh),"Two, Men",Lorenz Nieberl,95820,GER,Gold
1952,Winter,Bobsleigh (Bobsleigh),"Four, Men",Lorenz Nieberl,95820,GER,Gold
1948,Winter,Bobsleigh (Bobsleigh),"Four, Men",George Niels,95824,BEL,Silver
1936,Winter,Cross Country Skiing (Skiing),"18 kilometres, Men",Pekka Niemi,95828,FIN,Bronze
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Mika Nieminen,95832,FIN,Bronze
1998,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Mika Nieminen,95832,FIN,Bronze
1992,Winter,Ski Jumping (Skiing),"Normal Hill, Individual, Men",Toni Nieminen,95835,FIN,Bronze
1992,Winter,Ski Jumping (Skiing),"Large Hill, Individual, Men",Toni Nieminen,95835,FIN,Gold
1992,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Toni Nieminen,95835,FIN,Gold
1956,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Viktor Nikiforov,95843,URS,Gold
1984,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Vladimir Nikitin,95844,URS,Silver
1988,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Ari-Pekka Nikkola,95847,FIN,Gold
1992,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Ari-Pekka Nikkola,95847,FIN,Gold
2014,Winter,Figure Skating (Skating),"Team, Mixed",Dmitry Solovyov,119073,RUS,Gold
1924,Winter,Cross Country Skiing (Skiing),"18 kilometres, Men",Tapani Niku,95850,FIN,Bronze
1964,Winter,Speed Skating (Skating),"10,000 metres, Men",Jonny Nilsson,95858,SWE,Gold
1964,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Nils Nilsson,95864,SWE,Silver
1994,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Jinya Nishikata,95870,JPN,Silver
1994,Winter,Short Track Speed Skating (Skating),"5,000 metres Relay, Men",Richard Nizielski,95874,AUS,Bronze
1952,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",John Noah,95879,USA,Silver
1968,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men",Franco Nones,95884,ITA,Gold
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Lennart Norberg,95886,SWE,Bronze
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Håkan Nordin,95893,SWE,Bronze
1964,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Bert-Ola Nordlander,95895,SWE,Silver
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Dwayne Norris,95899,CAN,Silver
1928,Winter,Skeleton (Bobsleigh),"Skeleton, Men","David, Earl of Northesk",95901,GBR,Bronze
1968,Winter,Speed Skating (Skating),"5,000 metres, Men",Peter Nottet,95908,NED,Bronze
1972,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Eduard Novák,95910,TCH,Bronze
1976,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Eduard Novák,95910,TCH,Silver
1976,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jiří Novák,95911,TCH,Silver
1976,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Milan Nový,95918,TCH,Silver
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Teppo Numminen,95925,FIN,Silver
1998,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Teppo Numminen,95925,FIN,Bronze
2014,Winter,Figure Skating (Skating),"Team, Mixed",Jeremy Abbott,119086,USA,Bronze
1952,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Holger Nurmela,95928,SWE,Bronze
1936,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Sulo Nurmela,95929,FIN,Gold
1998,Winter,Nordic Combined (Skiing),"Team, Men",Tapio Nurmela,95930,FIN,Silver
1948,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Reidar Nyborg,95934,NOR,Bronze
1988,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Radim Nyč,95935,TCH,Bronze
1984,Winter,Ski Jumping (Skiing),"Normal Hill, Individual, Men",Matti Nykänen,95937,FIN,Silver
1984,Winter,Ski Jumping (Skiing),"Large Hill, Individual, Men",Matti Nykänen,95937,FIN,Gold
1988,Winter,Ski Jumping (Skiing),"Normal Hill, Individual, Men",Matti Nykänen,95937,FIN,Gold
1988,Winter,Ski Jumping (Skiing),"Large Hill, Individual, Men",Matti Nykänen,95937,FIN,Gold
1988,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Matti Nykänen,95937,FIN,Gold
1928,Winter,Bobsleigh (Bobsleigh),"Four/Five, Men",Hans Nägle,95940,GER,Bronze
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Mats Näslund,95943,SWE,Bronze
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Mats Näslund,95943,SWE,Gold
1972,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Ron Naslund,95944,USA,Silver
1928,Winter,Bobsleigh (Bobsleigh),"Four/Five, Men",J. J. O'Brien,95948,USA,Silver
1932,Winter,Bobsleigh (Bobsleigh),"Four, Men",J. J. O'Brien,95948,USA,Gold
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jack O'Callahan,95951,USA,Gold
1968,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Terry O'Malley,95952,CAN,Bronze
1968,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Danny O'Shea,95955,CAN,Bronze
1952,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Hans Öberg,95960,SWE,Bronze
1992,Winter,Nordic Combined (Skiing),"Team, Men",Klaus Ofner,95982,AUT,Bronze
1992,Winter,Nordic Combined (Skiing),"Team, Men",Kenji Ogiwara,95987,JPN,Gold
1994,Winter,Nordic Combined (Skiing),"Team, Men",Kenji Ogiwara,95987,JPN,Gold
1968,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Kalevi Oikarainen,96000,FIN,Bronze
1936,Winter,Speed Skating (Skating),"5,000 metres, Men",Antero Ojala,96006,FIN,Bronze
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Janne Ojanen,96007,FIN,Silver
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Janne Ojanen,96007,FIN,Bronze
1994,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Takanobu Okabe,96009,JPN,Silver
1998,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Takanobu Okabe,96009,JPN,Gold
1972,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Wally Olds,96029,USA,Silver
1948,Winter,Alpine Skiing (Skiing),"Downhill, Men",Ralph Olinger,96036,SUI,Bronze
1924,Winter,Speed Skating (Skating),"500 metres, Men",Oskar Olsen,96042,NOR,Silver
1956,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Weldy Olson,96048,USA,Silver
1960,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Weldy Olson,96048,USA,Gold
1968,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Holmfrid Olsson,96053,SWE,Bronze
1998,Winter,Bobsleigh (Bobsleigh),"Four, Men",Sean Olsson,96057,GBR,Bronze
1988,Winter,Figure Skating (Skating),"Pairs, Mixed",Peter Oppegard,96073,USA,Bronze
1956,Winter,Figure Skating (Skating),"Pairs, Mixed",Kurt Oppelt,96074,AUT,Gold
1948,Winter,Alpine Skiing (Skiing),"Downhill, Men",Henri Oreiller,96081,FRA,Gold
1948,Winter,Alpine Skiing (Skiing),"Slalom, Men",Henri Oreiller,96081,FRA,Bronze
1948,Winter,Alpine Skiing (Skiing),"Combined, Men",Henri Oreiller,96081,FRA,Gold
1964,Winter,Speed Skating (Skating),"500 metres, Men",Vladimir Orlov,96087,URS,Silver
1984,Winter,Figure Skating (Skating),"Singles, Men",Brian Orser,96091,CAN,Silver
1988,Winter,Figure Skating (Skating),"Singles, Men",Brian Orser,96091,CAN,Silver
1992,Winter,Alpine Skiing (Skiing),"Downhill, Men",Patrick Ortlieb,96093,AUT,Gold
1988,Winter,Bobsleigh (Bobsleigh),"Four, Men",Guntis Osis,96097,URS,Bronze
1952,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men","Arnie Oss, Jr.",96100,USA,Silver
1952,Winter,Bobsleigh (Bobsleigh),"Two, Men",Anderl Ostler,96104,GER,Gold
1952,Winter,Bobsleigh (Bobsleigh),"Four, Men",Anderl Ostler,96104,GER,Gold
1994,Winter,Ski Jumping (Skiing),"Normal Hill, Individual, Men",Lasse Ottesen,96108,NOR,Silver
1984,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Jan Ottosson,96109,SWE,Gold
1988,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Jan Ottosson,96109,SWE,Gold
1960,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Bob Owen,96119,USA,Gold
1980,Winter,Speed Skating (Skating),"5,000 metres, Men",Tom Erik Oxholm,96122,NOR,Bronze
1980,Winter,Speed Skating (Skating),"10,000 metres, Men",Tom Erik Oxholm,96122,NOR,Bronze
1960,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Larry Palmer,96155,USA,Gold
1932,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men","Winthrop Palmer, Jr.",96159,USA,Silver
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Marko Palo,96164,FIN,Bronze
1968,Winter,Bobsleigh (Bobsleigh),"Two, Men",Ion Panțuru,96189,ROU,Bronze
1956,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Yury Pantyukhov,96190,URS,Gold
1948,Winter,Figure Skating (Skating),"Singles, Women",Jeannette Altwegg,96192,GBR,Bronze
1952,Winter,Figure Skating (Skating),"Singles, Women",Jeannette Altwegg,96192,GBR,Gold
1980,Winter,Luge,"Singles, Women",Ingrīda Amantova,96193,URS,Bronze
1976,Winter,Cross Country Skiing (Skiing),"4 × 5 kilometres Relay, Women",Zinaida Amosova,96195,URS,Gold
1928,Winter,Bobsleigh (Bobsleigh),"Four/Five, Men",Dick Parke,96214,USA,Gold
1948,Winter,Speed Skating (Skating),"10,000 metres, Men",Lassi Parkkinen,96216,FIN,Silver
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Greg Parks,96217,CAN,Silver
1992,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men",Jiří Parma,96218,TCH,Bronze
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Dušan Pašek,96228,TCH,Silver
1972,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Aleksandr Pashkov,96230,URS,Gold
1988,Winter,Biathlon,"20 kilometres, Men",Johann Passler,96235,ITA,Bronze
1988,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Johann Passler,96235,ITA,Bronze
1952,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Eric Paterson,96238,CAN,Gold
1960,Winter,Figure Skating (Skating),"Pairs, Mixed",Robert Paul,96247,CAN,Gold
1936,Winter,Figure Skating (Skating),"Pairs, Mixed",Erik Pausin,96253,AUT,Silver
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Mark Pavelich,96256,USA,Gold
1994,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Ville Peltonen,96304,FIN,Bronze
1998,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Ville Peltonen,96304,FIN,Bronze
2014,Winter,Figure Skating (Skating),"Team, Mixed",Maksim Trankov,119095,RUS,Gold
2014,Winter,Figure Skating (Skating),"Team, Mixed",Meryl Davis,119104,USA,Bronze
1960,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Cliff Pennington,96310,CAN,Silver
1968,Winter,Figure Skating (Skating),"Singles, Men",Patrick Péra,96317,FRA,Bronze
1972,Winter,Figure Skating (Skating),"Singles, Men",Patrick Péra,96317,FRA,Bronze
1960,Winter,Alpine Skiing (Skiing),"Downhill, Men",Guy Périllat,96323,FRA,Bronze
1968,Winter,Alpine Skiing (Skiing),"Downhill, Men",Guy Périllat,96323,FRA,Silver
1948,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Reto Perl,96326,SUI,Bronze
2014,Winter,Figure Skating (Skating),"Team, Mixed",Patrick Chan,119113,CAN,Silver
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vasily Pervukhin,96350,URS,Silver
1984,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vasily Pervukhin,96350,URS,Gold
1960,Winter,Speed Skating (Skating),"5,000 metres, Men",Jan Pesman,96353,NED,Bronze
1928,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Wilhelm Petersén,96365,SWE,Silver
1992,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Sergey Petrenko,96377,EUN,Gold
1988,Winter,Figure Skating (Skating),"Singles, Men",Viktor Petrenko,96378,URS,Bronze
1992,Winter,Figure Skating (Skating),"Singles, Men",Viktor Petrenko,96378,EUN,Gold
1956,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Jack Petroske,96382,USA,Silver
1992,Winter,Figure Skating (Skating),"Pairs, Mixed",Denis Petrov,96383,EUN,Silver
1972,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladimir Petrov,96387,URS,Gold
1976,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladimir Petrov,96387,URS,Gold
1980,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Vladimir Petrov,96387,URS,Silver
1968,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Olle Petrusson,96392,SWE,Bronze
1952,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Lars Pettersson,96396,SWE,Bronze
1988,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Lars-Gunnar Pettersson,96397,SWE,Bronze
1964,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Ronald Pettersson,96399,SWE,Silver
1960,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Stanislav Petukhov,96402,URS,Bronze
1964,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Stanislav Petukhov,96402,URS,Gold
1936,Winter,Alpine Skiing (Skiing),"Combined, Men",Franz Pfnür,96409,GER,Gold
1976,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Rainer Philipp,96411,FRG,Bronze
1988,Winter,Alpine Skiing (Skiing),"Downhill, Men",Franck Piccard,96419,FRA,Bronze
1988,Winter,Alpine Skiing (Skiing),"Super G, Men",Franck Piccard,96419,FRA,Gold
1992,Winter,Alpine Skiing (Skiing),"Downhill, Men",Franck Piccard,96419,FRA,Silver
1984,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men",Walter Pichler,96425,FRG,Bronze
1984,Winter,Luge,"Doubles, Open",Jochen Pietzsch,96437,GDR,Bronze
1988,Winter,Luge,"Doubles, Open",Jochen Pietzsch,96437,GDR,Gold
1968,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Gerry Pinder,96443,CAN,Bronze
1968,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Herb Pinder,96444,CAN,Bronze
1924,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men",Edward Pitblado,96456,GBR,Bronze
1976,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Matti Pitkänen,96458,FIN,Gold
1980,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men",Matti Pitkänen,96458,FIN,Bronze
1972,Winter,Luge,"Doubles, Open",Walter Plaikner,96462,ITA,Gold
1976,Winter,Alpine Skiing (Skiing),"Downhill, Men",Herbert Plank,96466,ITA,Bronze
2014,Winter,Figure Skating (Skating),"Team, Mixed",Scott Moir,119121,CAN,Silver
